Tono	PROPN	Tono
Hardingham	PROPN	Hardingham
memories	NOUN	memory
,	PUNCT	,
an	DET	an
impression	NOUN	impression
of	ADP	of
a	DET	a
drizzling	ADJ	drizzling
November	PROPN	November
day	NOUN	day
,	PUNCT	,
and	CCONJ	and
how	SCONJ	how
we	PRON	we
looked	VERB	look
out	ADP	out
of	ADP	of
the	DET	the
windows	NOUN	window
upon	SCONJ	upon
a	DET	a
procession	NOUN	procession
of	ADP	of
the	DET	the
London	PROPN	London
unemployed	ADJ	unemployed
.	PUNCT	.
It	PRON	it
was	AUX	be
like	ADP	like
looking	VERB	look
down	ADP	down
a	DET	a
well	NOUN	well
into	ADP	into
some	DET	some
momentarily	ADV	momentarily
revealed	VERB	reveal
nether	NOUN	nether
world	NOUN	world
.	PUNCT	.
Some	DET	some
thousands	NOUN	thousand
of	ADP	of
needy	ADJ	needy
ineffectual	ADJ	ineffectual
men	NOUN	man
had	AUX	have
been	AUX	be
raked	VERB	rake
together	ADV	together
to	PART	to
trail	VERB	trail
their	PRON	their
spiritless	ADJ	spiritless
misery	NOUN	misery
through	ADP	through
the	DET	the
West	PROPN	West
Eire	PROPN	Eire
with	ADP	with
an	DET	an
appeal	NOUN	appeal
that	PRON	that
was	AUX	be
also	ADV	also
in	ADP	in
its	PRON	its
way	NOUN	way
a	DET	a
weak	ADJ	weak
and	CCONJ	and
insubstantial	ADJ	insubstantial
threat	NOUN	threat
:	PUNCT	:
“	PUNCT	""""
It	PRON	it
is	AUX	be
Work	PROPN	Work
we	PRON	we
need	VERB	need
,	PUNCT	,
not	PART	not
Charity	NOUN	charity
.	PUNCT	.
”	PUNCT	""""
There	PRON	there
they	PRON	they
were	AUX	be
,	PUNCT	,
half	ADJ	half
-	PUNCT	-
phantom	ADJ	phantom
through	ADP	through
the	DET	the
fog	NOUN	fog
,	PUNCT	,
a	DET	a
silent	ADJ	silent
,	PUNCT	,
foot	NOUN	foot
-	PUNCT	-
dragging	VERB	drag
,	PUNCT	,
interminable	ADJ	interminable
,	PUNCT	,
grey	ADJ	grey
procession	NOUN	procession
.	PUNCT	.
They	PRON	they
carried	VERB	carry
wet	ADJ	wet
,	PUNCT	,
dirty	ADJ	dirty
banners	NOUN	banner
,	PUNCT	,
they	PRON	they
rattled	VERB	rattle
boxes	NOUN	box
for	ADP	for
pence	NOUN	pence
;	PUNCT	;
these	DET	these
men	NOUN	man
who	PRON	who
had	AUX	have
not	PART	not
said	VERB	say
“	PUNCT	""""
snap	VERB	snap
”	PUNCT	""""
in	ADP	in
the	DET	the
right	ADJ	right
place	NOUN	place
,	PUNCT	,
the	DET	the
men	NOUN	man
who	PRON	who
had	AUX	have
“	PUNCT	""""
snapped	VERB	snap
”	PUNCT	""""
too	ADV	too
eagerly	ADV	eagerly
,	PUNCT	,
the	DET	the
men	NOUN	man
who	PRON	who
had	AUX	have
never	ADV	never
said	VERB	say
“	PUNCT	""""
snap	NOUN	snap
,	PUNCT	,
”	PUNCT	""""
the	DET	the
men	NOUN	man
who	PRON	who
had	AUX	have
never	ADV	never
had	AUX	have
a	DET	a
chance	NOUN	chance
of	ADP	of
saying	VERB	say
“	PUNCT	""""
snap	NOUN	snap
.	PUNCT	.
”	PUNCT	""""
A	DET	a
shambling	ADJ	shambling
,	PUNCT	,
shameful	ADJ	shameful
stream	NOUN	stream
they	PRON	they
made	VERB	make
,	PUNCT	,
oozing	VERB	ooze
along	ADP	along
the	DET	the
street	NOUN	street
,	PUNCT	,
the	DET	the
gutter	NOUN	gutter
waste	NOUN	waste
of	ADP	of
competitive	ADJ	competitive
civilisation	NOUN	civilisation
.	PUNCT	.
And	CCONJ	and
we	PRON	we
stood	VERB	stand
high	ADV	high
out	ADP	out
of	ADP	of
it	PRON	it
all	DET	all
,	PUNCT	,
as	ADV	as
high	ADV	high
as	ADP	as
if	SCONJ	if
we	PRON	we
looked	VERB	look
godlike	ADJ	godlike
from	ADP	from
another	DET	another
world	NOUN	world
,	PUNCT	,
standing	VERB	stand
in	ADP	in
a	DET	a
room	NOUN	room
beautifully	ADV	beautifully
lit	VERB	light
and	CCONJ	and
furnished	VERB	furnish
,	PUNCT	,
skillfully	ADV	skillfully
warmed	VERB	warm
,	PUNCT	,
filled	VERB	fill
with	ADP	with
costly	ADJ	costly
things	NOUN	thing
.	PUNCT	.
“	PUNCT	""""
There	ADV	there
,	PUNCT	,
”	PUNCT	""""
thought	VERB	think
I	PRON	I
,	PUNCT	,
“	PUNCT	""""
but	CCONJ	but
for	ADP	for
the	DET	the
grace	NOUN	grace
of	ADP	of
God	PROPN	God
,	PUNCT	,
go	VERB	go
George	PROPN	George
and	CCONJ	and
Edward	PROPN	Edward
Ponderevo	PROPN	Ponderevo
.	PUNCT	.
”	PUNCT	""""
But	CCONJ	but
my	PRON	my
uncle	NOUN	uncle
's	PART	's
thoughts	NOUN	thought
ran	VERB	run
in	ADP	in
a	DET	a
different	ADJ	different
channel	NOUN	channel
,	PUNCT	,
and	CCONJ	and
he	PRON	he
made	VERB	make
that	DET	that
vision	NOUN	vision
the	DET	the
test	NOUN	test
of	ADP	of
a	DET	a
spirited	ADJ	spirited
but	CCONJ	but
inconclusive	ADJ	inconclusive
harangue	NOUN	harangue
upon	SCONJ	upon
Tariff	PROPN	Tariff
Reform	PROPN	Reform
.	PUNCT	.
CHAPTER	NOUN	chapter
THE	DET	the
SECOND	NOUN	second
OUR	NOUN	our
PROGRESS	NOUN	progress
FROM	ADP	from
CAMDEN	PROPN	CAMDEN
TOWN	PROPN	TOWN
TO	ADP	to
CREST	PROPN	CREST
HILL	PROPN	HILL
I	PROPN	I
So	ADV	so
far	ADV	far
my	PRON	my
history	NOUN	history
of	ADP	of
my	PRON	my
aunt	NOUN	aunt
and	CCONJ	and
uncle	NOUN	uncle
has	AUX	have
dealt	VERB	deal
chiefly	ADV	chiefly
with	ADP	with
his	PRON	his
industrial	ADJ	industrial
and	CCONJ	and
financial	ADJ	financial
exploits	NOUN	exploit
.	PUNCT	.
But	CCONJ	but
side	NOUN	side
by	ADP	by
side	NOUN	side
with	ADP	with
that	DET	that
history	NOUN	history
of	ADP	of
inflation	NOUN	inflation
from	ADP	from
the	DET	the
infinitesimal	ADJ	infinitesimal
to	ADP	to
the	DET	the
immense	ADJ	immense
is	AUX	be
another	DET	another
development	NOUN	development
,	PUNCT	,
the	DET	the
change	NOUN	change
year	NOUN	year
by	ADP	by
year	NOUN	year
from	ADP	from
the	DET	the
shabby	ADJ	shabby
impecuniosity	NOUN	impecuniosity
of	ADP	of
the	DET	the
Camden	PROPN	Camden
Town	PROPN	Town
lodging	NOUN	lodging
to	ADP	to
the	DET	the
lavish	ADJ	lavish
munificence	NOUN	munificence
of	ADP	of
the	DET	the
Crest	PROPN	Crest
Hill	PROPN	Hill
marble	PROPN	marble
staircase	NOUN	staircase
and	CCONJ	and
my	PRON	my
aunt	NOUN	aunt
's	PART	's
golden	ADJ	golden
bed	NOUN	bed
,	PUNCT	,
the	DET	the
bed	NOUN	bed
that	PRON	that
was	AUX	be
facsimiled	VERB	facsimile
from	ADP	from
Fontainebleau	PROPN	Fontainebleau
.	PUNCT	.
And	CCONJ	and
the	DET	the
odd	ADJ	odd
thing	NOUN	thing
is	AUX	be
that	SCONJ	that
as	ADP	as
I	PRON	I
come	VERB	come
to	ADP	to
this	DET	this
nearer	ADJ	near
part	NOUN	part
of	ADP	of
my	PRON	my
story	NOUN	story
I	PRON	I
find	VERB	find
it	PRON	it
much	ADV	much
more	ADV	more
difficult	ADJ	difficult
to	PART	to
tell	VERB	tell
than	ADP	than
the	DET	the
clear	ADJ	clear
little	ADJ	little
perspective	NOUN	perspective
memories	NOUN	memory
of	ADP	of
the	DET	the
earlier	ADJ	early
days	NOUN	day
.	PUNCT	.
Impressions	NOUN	impression
crowd	VERB	crowd
upon	SCONJ	upon
one	VERB	one
another	DET	another
and	CCONJ	and
overlap	VERB	overlap
one	NUM	one
another	DET	another
;	PUNCT	;
I	PRON	I
was	AUX	be
presently	ADV	presently
to	PART	to
fall	VERB	fall
in	ADP	in
love	NOUN	love
again	ADV	again
,	PUNCT	,
to	PART	to
be	AUX	be
seized	VERB	seize
by	ADP	by
a	DET	a
passion	NOUN	passion
to	PART	to
which	DET	which
I	PRON	I
still	ADV	still
faintly	ADV	faintly
respond	VERB	respond
,	PUNCT	,
a	DET	a
passion	NOUN	passion
that	PRON	that
still	ADV	still
clouds	VERB	cloud
my	PRON	my
mind	NOUN	mind
.	PUNCT	.
I	PRON	I
came	VERB	come
and	CCONJ	and
went	VERB	go
between	ADP	between
Ealing	PROPN	Ealing
and	CCONJ	and
my	PRON	my
aunt	NOUN	aunt
and	CCONJ	and
uncle	NOUN	uncle
,	PUNCT	,
and	CCONJ	and
presently	ADV	presently
between	ADP	between
Effie	PROPN	Effie
and	CCONJ	and
clubland	NOUN	clubland
,	PUNCT	,
and	CCONJ	and
then	ADV	then
between	ADP	between
business	NOUN	business
and	CCONJ	and
a	DET	a
life	NOUN	life
of	ADP	of
research	NOUN	research
that	PRON	that
became	VERB	become
far	ADV	far
more	ADV	more
continuous	ADJ	continuous
,	PUNCT	,
infinitely	ADV	infinitely
more	ADV	more
consecutive	ADJ	consecutive
and	CCONJ	and
memorable	ADJ	memorable
than	ADP	than
any	DET	any
of	ADP	of
these	DET	these
other	ADJ	other
sets	NOUN	set
of	ADP	of
experiences	NOUN	experience
.	PUNCT	.
I	PRON	I
did	AUX	do
n't	PART	not
witness	VERB	witness
a	DET	a
regular	ADJ	regular
social	ADJ	social
progress	NOUN	progress
therefore	ADV	therefore
;	PUNCT	;
my	PRON	my
aunt	NOUN	aunt
and	CCONJ	and
uncle	NOUN	uncle
went	VERB	go
up	ADV	up
in	ADP	in
the	DET	the
world	NOUN	world
,	PUNCT	,
so	ADV	so
far	ADV	far
as	ADP	as
I	PRON	I
was	AUX	be
concerned	VERB	concern
,	PUNCT	,
as	ADP	as
if	SCONJ	if
they	PRON	they
were	AUX	be
displayed	VERB	display
by	ADP	by
an	DET	an
early	ADJ	early
cinematograph	NOUN	cinematograph
,	PUNCT	,
with	ADP	with
little	ADJ	little
jumps	NOUN	jump
and	CCONJ	and
flickers	NOUN	flicker
.	PUNCT	.
As	ADP	as
I	PRON	I
recall	VERB	recall
this	DET	this
side	NOUN	side
of	ADP	of
our	PRON	our
life	NOUN	life
,	PUNCT	,
the	DET	the
figure	NOUN	figure
of	ADP	of
my	PRON	my
round	ADJ	round
-	PUNCT	-
eyes	NOUN	eye
,	PUNCT	,
button	NOUN	button
-	PUNCT	-
nosed	ADJ	nosed
,	PUNCT	,
pink	ADJ	pink
-	PUNCT	-
and	CCONJ	and
-	PUNCT	-
white	ADJ	white
Aunt	PROPN	Aunt
Susan	PROPN	Susan
tends	VERB	tend
always	ADV	always
to	ADP	to
the	DET	the
central	ADJ	central
position	NOUN	position
.	PUNCT	.
We	PRON	we
drove	VERB	drive
the	DET	the
car	NOUN	car
and	CCONJ	and
sustained	VERB	sustain
the	DET	the
car	NOUN	car
,	PUNCT	,
she	PRON	she
sat	VERB	sit
in	ADP	in
it	PRON	it
with	ADP	with
a	DET	a
magnificent	ADJ	magnificent
variety	NOUN	variety
of	ADP	of
headgear	NOUN	headgear
poised	VERB	poise
upon	SCONJ	upon
her	PRON	her
delicate	ADJ	delicate
neck	NOUN	neck
,	PUNCT	,
and	CCONJ	and
always	ADV	always
with	ADP	with
that	DET	that
faint	ADJ	faint
ghost	NOUN	ghost
of	ADP	of
a	DET	a
lisp	NOUN	lisp
no	DET	no
misspelling	NOUN	misspelling
can	AUX	can
render	VERB	render
—	PUNCT	—
commented	VERB	comment
on	ADP	on
and	CCONJ	and
illuminated	VERB	illuminate
the	DET	the
new	ADJ	new
aspects	NOUN	aspect
.	PUNCT	.
I	PRON	I
've	AUX	have
already	ADV	already
sketched	VERB	sketch
the	DET	the
little	ADJ	little
home	NOUN	home
behind	ADP	behind
the	DET	the
Wimblehurst	PROPN	Wimblehurst
chemist	NOUN	chemist
's	PART	's
shop	NOUN	shop
,	PUNCT	,
the	DET	the
lodging	NOUN	lodging
near	ADP	near
the	DET	the
Cobden	PROPN	Cobden
statue	NOUN	statue
,	PUNCT	,
and	CCONJ	and
the	DET	the
apartments	NOUN	apartment
in	ADP	in
Gower	PROPN	Gower
Street	PROPN	Street
.	PUNCT	.
Thence	DET	thence
my	PRON	my
aunt	NOUN	aunt
and	CCONJ	and
uncle	NOUN	uncle
went	VERB	go
into	ADP	into
a	DET	a
flat	NOUN	flat
in	ADP	in
Redgauntlet	PROPN	Redgauntlet
Mansions	PROPN	Mansions
.	PUNCT	.
There	ADV	there
they	PRON	they
lived	VERB	live
when	SCONJ	when
I	PRON	I
married	VERB	marry
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
compact	ADJ	compact
flat	NOUN	flat
,	PUNCT	,
with	ADP	with
very	ADJ	very
little	ADJ	little
for	ADP	for
a	DET	a
woman	NOUN	woman
to	PART	to
do	AUX	do
in	ADP	in
it	PRON	it
In	ADP	in
those	DET	those
days	NOUN	day
my	PRON	my
aunt	NOUN	aunt
,	PUNCT	,
I	PRON	I
think	VERB	think
,	PUNCT	,
used	VERB	use
to	PART	to
find	VERB	find
the	DET	the
time	NOUN	time
heavy	ADJ	heavy
upon	SCONJ	upon
her	PRON	her
hands	NOUN	hand
,	PUNCT	,
and	CCONJ	and
so	ADV	so
she	PRON	she
took	VERB	take
to	ADP	to
books	NOUN	book
and	CCONJ	and
reading	NOUN	reading
,	PUNCT	,
and	CCONJ	and
after	ADP	after
a	DET	a
time	NOUN	time
even	ADV	even
to	ADP	to
going	VERB	go
to	ADP	to
lectures	NOUN	lecture
in	ADP	in
the	DET	the
afternoon	NOUN	afternoon
.	PUNCT	.
I	PRON	I
began	VERB	begin
to	PART	to
find	VERB	find
unexpected	ADJ	unexpected
books	NOUN	book
upon	SCONJ	upon
her	PRON	her
table	NOUN	table
:	PUNCT	:
sociological	ADJ	sociological
books	NOUN	book
,	PUNCT	,
travels	NOUN	travel
,	PUNCT	,
Shaw	PROPN	Shaw
's	PART	's
plays	NOUN	play
.	PUNCT	.
“	PUNCT	""""
Hullo	INTJ	hullo
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
at	ADP	at
the	DET	the
sight	NOUN	sight
of	ADP	of
some	DET	some
volume	NOUN	volume
of	ADP	of
the	DET	the
latter	ADJ	latter
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
'm	AUX	be
keeping	VERB	keep
a	DET	a
mind	NOUN	mind
,	PUNCT	,
George	PROPN	George
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
explained	VERB	explain
.	PUNCT	.
“	PUNCT	""""
Eh	INTJ	eh
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Keeping	VERB	keep
a	DET	a
mind	NOUN	mind
.	PUNCT	.
Dogs	NOUN	dog
I	PRON	I
never	ADV	never
cared	VERB	care
for	ADP	for
.	PUNCT	.
It	PRON	it
's	AUX	be
been	AUX	be
a	DET	a
toss	NOUN	toss
-	PUNCT	-
up	ADP	up
between	ADP	between
setting	VERB	set
up	ADP	up
a	DET	a
mind	NOUN	mind
and	CCONJ	and
setting	VERB	set
up	ADP	up
a	DET	a
soul	NOUN	soul
.	PUNCT	.
It	PRON	it
's	AUX	be
jolly	ADV	jolly
lucky	ADJ	lucky
for	ADP	for
Him	PRON	he
and	CCONJ	and
you	PRON	you
it	PRON	it
's	AUX	be
a	DET	a
mind	NOUN	mind
.	PUNCT	.
I	PRON	I
've	AUX	have
joined	VERB	join
the	DET	the
London	PROPN	London
Library	PROPN	Library
,	PUNCT	,
and	CCONJ	and
I	PRON	I
'm	AUX	be
going	VERB	go
in	ADP	in
for	ADP	for
the	DET	the
Royal	PROPN	Royal
Institution	PROPN	Institution
and	CCONJ	and
every	DET	every
blessed	ADJ	blessed
lecture	NOUN	lecture
that	PRON	that
comes	VERB	come
along	ADV	along
next	ADJ	next
winter	NOUN	winter
.	PUNCT	.
You	PRON	you
'd	AUX	would
better	ADV	well
look	VERB	look
out	ADP	out
.	PUNCT	.
”	PUNCT	""""
...	PUNCT	...
And	CCONJ	and
I	PRON	I
remember	VERB	remember
her	PRON	she
coming	VERB	come
in	ADV	in
late	ADJ	late
one	NUM	one
evening	NOUN	evening
with	ADP	with
a	DET	a
note	NOUN	note
-	PUNCT	-
book	NOUN	book
in	ADP	in
her	PRON	she
hand	NOUN	hand
.	PUNCT	.
“	PUNCT	""""
Where	SCONJ	where
ya	PRON	ya
been	AUX	be
,	PUNCT	,
Susan	PROPN	Susan
?	PUNCT	?
”	PUNCT	""""
said	VERB	say
my	PRON	my
uncle	NOUN	uncle
.	PUNCT	.
“	PUNCT	""""
Birkbeck	PROPN	Birkbeck
—	PUNCT	—
Physiology	NOUN	physiology
.	PUNCT	.
I	PRON	I
'm	AUX	be
getting	VERB	get
on	ADP	on
.	PUNCT	.
”	PUNCT	""""
She	PRON	she
sat	VERB	sit
down	ADP	down
and	CCONJ	and
took	VERB	take
off	ADP	off
her	PRON	her
gloves	NOUN	glove
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
're	AUX	be
just	ADV	just
glass	NOUN	glass
to	ADP	to
me	PRON	I
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
sighed	VERB	sigh
,	PUNCT	,
and	CCONJ	and
then	ADV	then
in	ADP	in
a	DET	a
note	NOUN	note
of	ADP	of
grave	ADJ	grave
reproach	NOUN	reproach
:	PUNCT	:
“	PUNCT	""""
You	PRON	you
old	ADJ	old
_	PUNCT	_
Package	NOUN	package
!	PUNCT	!
_	PUNCT	_
I	PRON	I
had	AUX	have
no	DET	no
idea	NOUN	idea
!	PUNCT	!
The	DET	the
Things	NOUN	thing
you	PRON	you
've	AUX	have
kept	VERB	keep
from	ADP	from
me	PRON	I
!	PUNCT	!
”	PUNCT	""""
Presently	ADV	presently
they	PRON	they
were	AUX	be
setting	VERB	set
;	PUNCT	;
up	ADP	up
the	DET	the
house	NOUN	house
at	ADP	at
Beckengham	PROPN	Beckengham
,	PUNCT	,
and	CCONJ	and
my	PRON	my
aunt	NOUN	aunt
intermitted	VERB	intermit
her	PRON	her
intellectual	ADJ	intellectual
activities	NOUN	activity
.	PUNCT	.
The	DET	the
house	NOUN	house
at	ADP	at
Beckengham	PROPN	Beckengham
was	AUX	be
something	PRON	something
of	ADP	of
an	DET	an
enterprise	NOUN	enterprise
for	ADP	for
them	PRON	they
at	ADP	at
that	DET	that
time	NOUN	time
,	PUNCT	,
a	DET	a
reasonably	ADV	reasonably
large	ADJ	large
place	NOUN	place
by	ADP	by
the	DET	the
standards	NOUN	standard
of	ADP	of
the	DET	the
early	ADJ	early
years	NOUN	year
of	ADP	of
Tono	PROPN	Tono
-	PUNCT	-
Bungay	PROPN	Bungay
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
big	ADJ	big
,	PUNCT	,
rather	ADV	rather
gaunt	ADJ	gaunt
villa	NOUN	villa
,	PUNCT	,
with	ADP	with
a	DET	a
conservatory	NOUN	conservatory
and	CCONJ	and
a	DET	a
shrubbery	NOUN	shrubbery
,	PUNCT	,
a	DET	a
tennis	NOUN	tennis
-	PUNCT	-
lawn	NOUN	lawn
,	PUNCT	,
a	DET	a
quite	ADV	quite
considerable	ADJ	considerable
vegetable	NOUN	vegetable
garden	NOUN	garden
,	PUNCT	,
and	CCONJ	and
a	DET	a
small	ADJ	small
disused	ADJ	disused
coach	NOUN	coach
-	PUNCT	-
house	NOUN	house
.	PUNCT	.
I	PRON	I
had	AUX	have
some	DET	some
glimpses	NOUN	glimpse
of	ADP	of
the	DET	the
excitements	NOUN	excitement
of	ADP	of
its	PRON	its
inauguration	NOUN	inauguration
,	PUNCT	,
but	CCONJ	but
not	PART	not
many	ADJ	many
because	SCONJ	because
of	ADP	of
the	DET	the
estrangement	NOUN	estrangement
between	ADP	between
my	PRON	my
aunt	NOUN	aunt
and	CCONJ	and
Marion	PROPN	Marion
.	PUNCT	.
My	PRON	my
aunt	NOUN	aunt
went	VERB	go
into	ADP	into
that	DET	that
house	NOUN	house
with	ADP	with
considerable	ADJ	considerable
zest	NOUN	zest
,	PUNCT	,
and	CCONJ	and
my	PRON	my
uncle	NOUN	uncle
distinguished	VERB	distinguish
himself	PRON	himself
by	ADP	by
the	DET	the
thoroughness	NOUN	thoroughness
with	ADP	with
which	DET	which
he	PRON	he
did	AUX	do
the	DET	the
repainting	NOUN	repainting
and	CCONJ	and
replumbing	NOUN	replumbing
.	PUNCT	.
He	PRON	he
had	AUX	have
all	DET	all
the	DET	the
drains	NOUN	drain
up	ADP	up
and	CCONJ	and
most	ADJ	most
of	ADP	of
the	DET	the
garden	NOUN	garden
with	ADP	with
them	PRON	they
,	PUNCT	,
and	CCONJ	and
stood	VERB	stand
administrative	ADJ	administrative
on	ADP	on
heaps	NOUN	heap
—	PUNCT	—
administrating	VERB	administrate
whisky	ADJ	whisky
to	ADP	to
the	DET	the
workmen	NOUN	workman
.	PUNCT	.
I	PRON	I
found	VERB	find
him	PRON	he
there	ADV	there
one	NUM	one
day	NOUN	day
,	PUNCT	,
most	ADV	most
Napoleonic	ADJ	napoleonic
,	PUNCT	,
on	ADP	on
a	DET	a
little	ADJ	little
Elba	PROPN	Elba
of	ADP	of
dirt	NOUN	dirt
,	PUNCT	,
in	ADP	in
an	DET	an
atmosphere	NOUN	atmosphere
that	PRON	that
defies	VERB	defy
print	NOUN	print
.	PUNCT	.
He	PRON	he
also	ADV	also
,	PUNCT	,
I	PRON	I
remember	VERB	remember
,	PUNCT	,
chose	VERB	choose
what	PRON	what
he	PRON	he
considered	VERB	consider
cheerful	ADJ	cheerful
contrasts	NOUN	contrast
of	ADP	of
colours	NOUN	colour
for	ADP	for
the	DET	the
painting	NOUN	painting
of	ADP	of
the	DET	the
woodwork	NOUN	woodwork
.	PUNCT	.
This	DET	this
exasperated	VERB	exasperate
my	PRON	my
aunt	NOUN	aunt
extremely	ADV	extremely
—	PUNCT	—
she	PRON	she
called	VERB	call
him	PRON	he
a	DET	a
“	PUNCT	""""
Pestilential	ADJ	pestilential
old	ADJ	old
Splosher	PROPN	Splosher
”	PUNCT	""""
with	ADP	with
an	DET	an
unusual	ADJ	unusual
note	NOUN	note
of	ADP	of
earnestness	NOUN	earnestness
—	PUNCT	—
and	CCONJ	and
he	PRON	he
also	ADV	also
enraged	VERB	enrage
her	PRON	she
into	ADP	into
novelties	NOUN	novelty
of	ADP	of
abuse	NOUN	abuse
by	ADP	by
giving	VERB	give
each	DET	each
bedroom	NOUN	bedroom
the	DET	the
name	NOUN	name
of	ADP	of
some	DET	some
favourite	ADJ	favourite
hero	NOUN	hero
—	PUNCT	—
Cliff	PROPN	Cliff
,	PUNCT	,
Napoleon	PROPN	Napoleon
,	PUNCT	,
Cæsar	PROPN	Cæsar
,	PUNCT	,
and	CCONJ	and
so	ADV	so
forth	ADV	forth
—	PUNCT	—
and	CCONJ	and
having	VERB	have
it	PRON	it
painted	VERB	paint
on	ADP	on
the	DET	the
door	NOUN	door
in	ADP	in
gilt	NOUN	gilt
letters	NOUN	letter
on	ADP	on
a	DET	a
black	ADJ	black
label	NOUN	label
.	PUNCT	.
“	PUNCT	""""
Martin	PROPN	Martin
Luther	PROPN	Luther
”	PUNCT	""""
was	AUX	be
kept	VERB	keep
for	ADP	for
me	PRON	I
.	PUNCT	.
Only	ADV	only
her	PRON	her
respect	NOUN	respect
for	ADP	for
domestic	ADJ	domestic
discipline	NOUN	discipline
,	PUNCT	,
she	PRON	she
said	VERB	say
,	PUNCT	,
prevented	VERB	prevent
her	PRON	she
retaliating	VERB	retaliate
with	ADP	with
“	PUNCT	""""
Old	PROPN	Old
Pondo	PROPN	Pondo
”	PUNCT	""""
on	ADP	on
the	DET	the
housemaid	NOUN	housemaid
's	PART	's
cupboard	NOUN	cupboard
.	PUNCT	.
Also	ADV	also
he	PRON	he
went	VERB	go
and	CCONJ	and
ordered	VERB	order
one	NUM	one
of	ADP	of
the	DET	the
completest	ADJ	completest
sets	NOUN	set
of	ADP	of
garden	NOUN	garden
requisites	NOUN	requisite
I	PRON	I
have	AUX	have
ever	ADV	ever
seen	VERB	see
—	PUNCT	—
and	CCONJ	and
had	AUX	have
them	PRON	they
all	DET	all
painted	VERB	paint
a	DET	a
hard	ADJ	hard
clear	ADJ	clear
blue	NOUN	blue
.	PUNCT	.
My	PRON	my
aunt	NOUN	aunt
got	VERB	get
herself	PRON	herself
large	ADJ	large
tins	NOUN	tin
of	ADP	of
a	DET	a
kindlier	ADV	kindlier
hued	ADJ	hued
enamel	NOUN	enamel
and	CCONJ	and
had	AUX	have
everything	PRON	everything
secretly	ADV	secretly
recoated	VERB	recoate
,	PUNCT	,
and	CCONJ	and
this	DET	this
done	VERB	do
,	PUNCT	,
she	PRON	she
found	VERB	find
great	ADJ	great
joy	NOUN	joy
in	ADP	in
the	DET	the
garden	NOUN	garden
and	CCONJ	and
became	VERB	become
an	DET	an
ardent	ADJ	ardent
rose	NOUN	rose
grower	NOUN	grower
and	CCONJ	and
herbaceous	ADJ	herbaceous
borderer	NOUN	borderer
,	PUNCT	,
leaving	VERB	leave
her	PRON	her
Mind	NOUN	mind
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
to	ADP	to
damp	ADJ	damp
evenings	NOUN	evening
and	CCONJ	and
the	DET	the
winter	NOUN	winter
months	NOUN	month
.	PUNCT	.
When	SCONJ	when
I	PRON	I
think	VERB	think
of	ADP	of
her	PRON	she
at	ADP	at
Beckenham	PROPN	Beckenham
,	PUNCT	,
I	PRON	I
always	ADV	always
think	VERB	think
first	ADV	first
of	ADP	of
her	PRON	she
as	ADP	as
dressed	VERB	dress
in	ADP	in
that	DET	that
blue	ADJ	blue
cotton	NOUN	cotton
stuff	NOUN	stuff
she	PRON	she
affected	VERB	affect
,	PUNCT	,
with	ADP	with
her	PRON	her
arms	NOUN	arm
in	ADP	in
huge	ADJ	huge
gauntleted	ADJ	gauntleted
gardening	NOUN	gardening
gloves	NOUN	glove
,	PUNCT	,
a	DET	a
trowel	NOUN	trowel
in	ADP	in
one	NUM	one
hand	NOUN	hand
and	CCONJ	and
a	DET	a
small	ADJ	small
but	CCONJ	but
no	ADV	no
doubt	ADV	doubt
hardy	ADJ	hardy
and	CCONJ	and
promising	ADJ	promising
annual	NOUN	annual
,	PUNCT	,
limp	ADJ	limp
and	CCONJ	and
very	ADV	very
young	ADJ	young
-	PUNCT	-
looking	ADJ	looking
and	CCONJ	and
sheepish	ADJ	sheepish
,	PUNCT	,
in	ADP	in
the	DET	the
other	ADJ	other
.	PUNCT	.
Beckenham	PROPN	Beckenham
,	PUNCT	,
in	ADP	in
the	DET	the
persons	NOUN	person
of	ADP	of
a	DET	a
vicar	NOUN	vicar
,	PUNCT	,
a	DET	a
doctor	NOUN	doctor
's	PART	's
wife	NOUN	wife
,	PUNCT	,
and	CCONJ	and
a	DET	a
large	ADJ	large
proud	ADJ	proud
lady	NOUN	lady
called	VERB	call
Hogberry	PROPN	Hogberry
,	PUNCT	,
“	PUNCT	""""
called	VERB	call
”	PUNCT	""""
on	ADP	on
my	PRON	my
uncle	NOUN	uncle
and	CCONJ	and
aunt	NOUN	aunt
almost	ADV	almost
at	ADV	at
once	ADV	once
,	PUNCT	,
so	ADV	so
soon	ADV	soon
in	ADP	in
fact	NOUN	fact
as	ADP	as
the	DET	the
lawn	NOUN	lawn
was	AUX	be
down	ADV	down
again	ADV	again
,	PUNCT	,
and	CCONJ	and
afterwards	ADV	afterwards
my	PRON	my
aunt	NOUN	aunt
made	VERB	make
friends	NOUN	friend
with	ADP	with
a	DET	a
